Index;Document_No;Dominant_Topic;Topic_Perc_Contrib;Keywords;Question;Response
1707;1707;10.0;0.0738;bag, check, free, carry, luggage, put, bring, cabin, force, fit;I traveled from Miami to Quito and 1 bag is missing. The airline told me they are going to deliver my bag to my house today but they never did. Please I need a number to know what happen. I can’t believe that you are so irresponsible. Thanks.;You can reach our Baggage team at 800-535-5225. If you have your claim number, you can track it here: https://t.co/CWhl8tcyzH
1708;1708;11.0;0.088;flight, great, staff, terrible, destination, entire, completely, locator, question, list;acts like flight 610 into DCA is the first time they’ve ever organized a flight. 4 delays, 4 gate changes, 0 com. #freedrinks;Were so sorry for the delay, Gregory. Looks like well have you #wheelsup soon.
1709;1709;14.0;0.0891;gate, wait, agent, minute, leave, board, phone, open, arrive, unacceptable;Finally on board to leave and no is on the ramp to load bags. Yall just continue to amaze me.;Whats your flight number? Wed like to check for an update for you.
1710;1710;13.0;0.0929;day, travel, lose, find, business, class, thanksgiving, voucher, real, team;Day late and a dollar short on that one. This was one of those travel experiences that reminds me why I fly ;Were sorry you didnt have a good experience with us. We hope youll give us another chance to impress you.
1711;1711;1.0;0.1019;cancel, airline, trip, expect, return, buy, chance, full, price, include;This was the seventh. So chances are pretty slim.;Wed sure miss you soaring through the clouds with us, Caleb.
1712;1712;12.0;0.0731;make, change, customer, hope, thing, fee, dm, line, cool, night;you dont understand I need to make sure my health is of utmost importance the rest of the next 24 hours!!! #EpilepsyAwareness;Were following up in DM with more information.
1713;1713;19.0;0.075;ticket, book, charge, refund, number, ridiculous, fare, date, cost, online;Quick one, are we able to do Same Day Flight Changes on Award Tickets? #BusinessClass #ExecutivePlatinum;Award travel is handled a bit differently. The same inventory would need to be available to rebook for a new flight.
1714;1714;3.0;0.0717;plane, fly, airport, sit, start, spend, screen, ill, deal, kid;"if I get a seizure bc all this stress &amp; sleep deprivation I swear 2 god u will nevr hear the end https://t.co/k0A1nVM1ln";We know this is an uncomfortable situation but safety is our top priority. Our maintenance team will have you on your way soon.
1715;1715;11.0;0.0852;flight, great, staff, terrible, destination, entire, completely, locator, question, list;I regularly fly because Fort Worth based but they drive me crazy. https://t.co/v0NyYWBXPL;Safety is our top priority, Emily. Well get your hubby on the way just as soon as our Maintenance team wraps things up.
1716;1716;2.0;0.0706;seat, pay, move, extra, purchase, information, room, group, screw, hotel;I can’t take an earlier flight w/o paying but you’ll send my bags ahead. Had to track them down in another terminal. #nothappy;We always want to keep you with your bags and were so sorry for the inconvenience.
1717;1717;9.0;0.0782;flight, back, problem, happy, hold, long, service, terminal, money, row;I definitely plan to give feedback to about my witch of a attendant on the flight I barely made. At least Im home.;We expect our team to be professional and courteous at all times, Nancy. Were so sorry youve had this experience.
1718;1718;14.0;0.0648;gate, wait, agent, minute, leave, board, phone, open, arrive, unacceptable;This is how they fixed it. #unacceptable Flight from Miami to GRU Brazil. https://t.co/RcNuHzVFcO;It appears to be a bit of condensation there, Jeremy. Ask our crew members for a possible seat change.
1719;1719;17.0;0.0704;time, bad, service, experience, response, home, understand, month, guy, reason;I understand safety is paramount but I think our time is worth something too. Maybe added frequent flyer miles at least?;Were so sorry for the delay. Once youve arrived to your destination, please let us know and well take a look for you.
1720;1720;13.0;0.0887;day, travel, lose, find, business, class, thanksgiving, voucher, real, team;Well we made it. Delayed 3hr 40min. Now to hopefully find an uber/taxi at 3am.;Were glad youve made it to your destination. When you get a chance, please meet us in DM with your record locator.
1721;1721;4.0;0.0673;delay, hour, miss, late, connection, suck, flight, policy, refund, water;Happy to do so. Thanks for being around at this hour;Were always just a tweet away, Loren!
1722;1722;15.0;0.0744;flight, passenger, crew, love, time, provide, lounge, talk, ve, break;Tweet back at me before my flight leaves or catch these hands big boss;Sounds like you may have purchased a Basic Economy fare, Alyssa. Please see https://t.co/MKvFFVWJdz for more details.
1723;1723;11.0;0.0704;flight, great, staff, terrible, destination, entire, completely, locator, question, list;Thanks for the reply! The entire flight team has been amazing in this delay.;Thanks for letting us know and have a wonderful trip!
1724;1724;3.0;0.0744;plane, fly, airport, sit, start, spend, screen, ill, deal, kid;note this - keep this guy happy. He was still helpful and smiling after dealing with some mouthy passengers. So so sweet!;Way to go Dawood! Wed love to share this with his managers. Please DM your record locator and well send it right over. #AATeam
1725;1725;0.0;0.0673;call, year, guy, nice, update, amp, ve, week, receive, status;1-25334532884 There’s another, as well, plus 3 calls on record.;Thanks for this information, Sara. Well take a look and get back with you here.
1726;1726;14.0;0.0823;gate, wait, agent, minute, leave, board, phone, open, arrive, unacceptable;Not really.... maybe made up a little bit but nobody was manning the gate sat On the tarmac waiting;Were sorry for the wait, KC. We always want to get you on your way on time.
1727;1727;17.0;0.1202;time, bad, service, experience, response, home, understand, month, guy, reason;Even quicker with the response... bad look for the bad guys;Were always here and just a tweet away!
1728;1728;0.0;0.0804;call, year, guy, nice, update, amp, ve, week, receive, status;Time to make the switch from to it is a shame because I fly every week;Wed love to have you on board with us! Check out https://t.co/rZn1O8tOMy for some great deals.
1729;1729;13.0;0.0648;day, travel, lose, find, business, class, thanksgiving, voucher, real, team;it’s midnight on a Wednesday and you can’t find a gate for the flight to get it in Denver. It’s been 20 min on the tarmac!!!;Our teams working hard to get you into the gate. Were so sorry for the inconvenience.
1730;1730;17.0;0.1044;time, bad, service, experience, response, home, understand, month, guy, reason;"am experiencing the WORST service of my life. Any c.s. rep who can help redeem my miles &amp; AAs reputation??";Were sorry youre having trouble with us. Please work with our reservations team to get this booked.
1731;1731;19.0;0.0948;ticket, book, charge, refund, number, ridiculous, fare, date, cost, online;where is my flight locator number. I enter the confirmation code I got from flighthub and nothing happens.;Its a 6 letter code, Shawn. Do you have your ticket number? If now, how about flight number, date of departure and full name?
1732;1732;19.0;0.0887;ticket, book, charge, refund, number, ridiculous, fare, date, cost, online;Hi! I bought a plane ticket like 2h ago and Im still waiting for a confirmation email;We can take a look for you. Please meet us in DM with the record locator.
1733;1733;8.0;0.0863;https, today, fly, home, guess, aa, awesome, treat, part, joke;Best part of flying today? Seeing my mom when I land !;Aww, thats a sight for sore eyes! Glad you could see your mom.
1734;1734;15.0;0.0871;flight, passenger, crew, love, time, provide, lounge, talk, ve, break;had a flight booked at 12:35 today got to the airport they said that flight didn’t even exists last flight to PH already left... Had to rent a car and stay at a hotel with my family 😫 https://t.co/uXevS6rq50;Were very sorry for the confusion. Let us know if we can assist here.
1735;1735;18.0;0.0873;issue, holiday, family, happen, fix, due, card, end, contact, first_class;The lady at the front desk said to contact American for reimbursement for our car and hotel. Not sure who to contact, they got us on the next flight tomorrow morning but still had to get a car and a room for the night. Can you let me know who to contact for the extra costs?;Were not able to reimburse car rentals. Please DM your record locator.
1736;1736;0.0;0.0814;call, year, guy, nice, update, amp, ve, week, receive, status;"Caught a glimpse of the ""75"" painted in honor of the 75 year career (yes!) of Al Blackman at Now thats dedication! https://t.co/iP561VjF5j";Such a pretty bird! He definitely earned that spot on the aircraft.
1737;1737;6.0;0.0738;early, fly, baggage, land, tomorrow, min, rude, close, show, maintenance;has a horror category. Wonder why they’re not showing #finaldestination and ?#halloween #horror #movie https://t.co/LHVzwenxrU;We can think of some others wed prefer to watch on a flight. Well save Final Destination for when were on our own couch.
1738;1738;16.0;0.0717;good, upgrade, work, people, send, mile, amazing, aadvantage, platinum, job;could you throw me onto the upgrade list for my flight today to DCA?;Weve got you on the upgrade list!
1739;1739;10.0;0.0798;bag, check, free, carry, luggage, put, bring, cabin, force, fit;Can I use my voucher to pay for my checked bags? Or food? Or Amenities?;Do you have a paper voucher or an eVoucher?
1740;1740;11.0;0.0599;flight, great, staff, terrible, destination, entire, completely, locator, question, list;eVoucher;The vouchers can only be use to book new travel.
